tp           bump         bump_conv    
9.080000e+00 1.350942e-99 2.741622e-03 
9.090000e+00 8.179804e-100 2.723555e-03 
9.100000e+00 4.950046e-100 2.705608e-03 
9.110000e+00 2.993889e-100 2.687779e-03 
9.120000e+00 1.809766e-100 2.670067e-03 
9.130000e+00 1.093375e-100 2.652472e-03 
9.140000e+00 6.602008e-101 2.634993e-03 
9.150000e+00 3.984219e-101 2.617629e-03 
9.160000e+00 2.403092e-101 2.600379e-03 
9.170000e+00 1.448631e-101 2.583243e-03 
9.180000e+00 8.727814e-102 2.566220e-03 
9.190000e+00 5.255491e-102 2.549309e-03 
9.200000e+00 3.162869e-102 2.532510e-03 
9.210000e+00 1.902433e-102 2.515821e-03 
9.220000e+00 1.143662e-102 2.499243e-03 
9.230000e+00 6.871411e-103 2.482773e-03 
9.240000e+00 4.126240e-103 2.466412e-03 
9.250000e+00 2.476414e-103 2.450159e-03 
9.260000e+00 1.485430e-103 2.434013e-03 
9.270000e+00 8.905148e-104 2.417974e-03 
9.280000e+00 5.335687e-104 2.402040e-03 
9.290000e+00 3.195212e-104 2.386211e-03 
9.300000e+00 1.912358e-104 2.370487e-03 
9.310000e+00 1.143929e-104 2.354866e-03 
9.320000e+00 6.838940e-105 2.339348e-03 
9.330000e+00 4.086381e-105 2.323932e-03 
9.340000e+00 2.440332e-105 2.308618e-03 
9.350000e+00 1.456530e-105 2.293404e-03 
9.360000e+00 8.688600e-106 2.278291e-03 
9.370000e+00 5.180128e-106 2.263278e-03 
9.380000e+00 3.086678e-106 2.248364e-03 
9.390000e+00 1.838240e-106 2.233547e-03 
9.400000e+00 1.094141e-106 2.218829e-03 
9.410000e+00 6.508857e-107 2.204207e-03 
9.420000e+00 3.869868e-107 2.189682e-03 
9.430000e+00 2.299576e-107 2.175253e-03 
9.440000e+00 1.365713e-107 2.160918e-03 
9.450000e+00 8.106465e-108 2.146678e-03 
9.460000e+00 4.809098e-108 2.132532e-03 
9.470000e+00 2.851385e-108 2.118479e-03 
9.480000e+00 1.689695e-108 2.104519e-03 
9.490000e+00 1.000739e-108 2.090651e-03 
9.500000e+00 5.923708e-109 2.076874e-03 
9.510000e+00 3.504504e-109 2.063188e-03 
9.520000e+00 2.072143e-109 2.049592e-03 
9.530000e+00 1.224540e-109 2.036086e-03 
9.540000e+00 7.232464e-110 2.022668e-03 
9.550000e+00 4.269331e-110 2.009339e-03 
9.560000e+00 2.518799e-110 1.996098e-03 
9.570000e+00 1.485208e-110 1.982944e-03 
9.580000e+00 8.752688e-111 1.969877e-03 
9.590000e+00 5.155320e-111 1.956896e-03 
9.600000e+00 3.034799e-111 1.944001e-03 
9.610000e+00 1.785519e-111 1.931190e-03 
9.620000e+00 1.049927e-111 1.918464e-03 
9.630000e+00 6.170410e-112 1.905822e-03 
9.640000e+00 3.624341e-112 1.893263e-03 
9.650000e+00 2.127670e-112 1.880787e-03 
9.660000e+00 1.248359e-112 1.868393e-03 
9.670000e+00 7.320403e-113 1.856081e-03 
9.680000e+00 4.290329e-113 1.843850e-03 
9.690000e+00 2.513081e-113 1.831699e-03 
9.700000e+00 1.471236e-113 1.819629e-03 
9.710000e+00 8.608323e-114 1.807638e-03 
9.720000e+00 5.034019e-114 1.795726e-03 
9.730000e+00 2.942194e-114 1.783892e-03 
9.740000e+00 1.718652e-114 1.772137e-03 
9.750000e+00 1.003378e-114 1.760459e-03 
9.760000e+00 5.854659e-115 1.748858e-03 
9.770000e+00 3.414276e-115 1.737333e-03 
9.780000e+00 1.990013e-115 1.725885e-03 
9.790000e+00 1.159240e-115 1.714512e-03 
9.800000e+00 6.749178e-116 1.703213e-03 
9.810000e+00 3.927251e-116 1.691990e-03 
9.820000e+00 2.283950e-116 1.680840e-03 
9.830000e+00 1.327531e-116 1.669763e-03 
9.840000e+00 7.711925e-117 1.658760e-03 
9.850000e+00 4.477558e-117 1.647829e-03 
9.860000e+00 2.598243e-117 1.636971e-03 
9.870000e+00 1.506879e-117 1.626183e-03 
9.880000e+00 8.734485e-118 1.615467e-03 
9.890000e+00 5.060068e-118 1.604822e-03 
9.900000e+00 2.929783e-118 1.594246e-03 
9.910000e+00 1.695410e-118 1.583740e-03 
9.920000e+00 9.805604e-119 1.573304e-03 
9.930000e+00 5.668055e-119 1.562936e-03 
9.940000e+00 3.274567e-119 1.552637e-03 
9.950000e+00 1.890749e-119 1.542405e-03 
9.960000e+00 1.091124e-119 1.532241e-03 
9.970000e+00 6.293240e-120 1.522144e-03 
9.980000e+00 3.627728e-120 1.512114e-03 
9.990000e+00 2.090044e-120 1.502149e-03 
1.000000e+01 1.203473e-120 1.492250e-03 
